Latitude,Longitude,Street Address,Suburb,Postcode,Region,Bedrooms,Bathrooms,Parking Spaces,Property Type,Price,Listing Id,Title,Date Sold,Modified Date
-38.15446,144.36807,6 Davison Place,Geelong,3220,bellarine_peninsula,2,1,1,townhouse,"$710,000 ",129530082,"Low Maintenance, High Quality",2018/10/31,2018/10/31 ионГ 02:00:26
-38.2583,144.54601,8 Ashcombe Lane,Ocean Grove,3226,bellarine_peninsula,4,2,2,house,"$710,000 ",129481398,Sensational Family Home With Quality And Convenience,2018/10/31,2018/11/2 обнГ 01:55:32
-37.98134,145.26408,4 Ester Close,Endeavour Hills,3802,south_east_melbourne,5,3,3,house,"$710,000 ",129185186,ONCE IN A LIFETIME!!,2018/10/31,2018/11/2 ионГ 02:00:21
-37.88726,145.28822,8 Newton Street,Ferntree Gully,3156,eastern_melbourne,3,2,1,house,"$688,500 ",129462622,Dual Accommodation - Flexible Layout,2018/10/31,2018/11/1 ионГ 06:26:09
-38.15435,144.57934,59 Gwinganna Drive,Clifton Springs,3222,bellarine_peninsula,4,2,2,house,"$680,000 ",129486238,A Life In View,2018/10/31,2018/11/2 обнГ 01:55:40
-38.16585,144.29759,59 Grantham Drive,Highton,3216,null,4,2,2,house,"$670,000 ",129591350,As-New Family Entertainer,2018/10/31,2018/11/6 ионГ 02:00:19
-37.88987,145.24844,9/47 Kathryn Road,Knoxfield,3180,eastern_melbourne,3,2,1,unit,"$665,000 ",129586786,"Bright, Stylish And Secure",2018/10/31,2018/11/1 ионГ 02:00:27
-37.81873,145.23679,7A Allen Street,Ringwood,3134,eastern_melbourne,2,1,2,unit,"$660,200 ",129543530,Move-in ready.,2018/10/31,2018/11/4 обнГ 11:42:48
-37.58692,145.11996,14 Mabel Street,Doreen,3754,melbourne___northern_region,3,2,2,house,"$650,000 ",129606442,Magnificence on Mabel!,2018/10/31,2018/11/1 ионГ 02:00:27
-37.65059,144.90616,50 Dunfermline Avenue,Greenvale,3059,melbourne___northern_region,4,2,2,house,"$647,500 ",129517586,4 bedroom house,2018/10/31,2018/11/4 обнГ 01:55:47
-37.76839,144.92424,707/331-333  Ascot Vale,Moonee Ponds,3039,melbourne___northern_region,2,2,1,apartment,"$645,000 ",129033534,"Quality Apartment, Perfectly Positioned ",2018/10/31,2018/10/31 ионГ 02:00:19
-37.60352,144.90954,14 Banjolina Circuit,Craigieburn,3064,melbourne___northern_region,4,2,2,house,"$640,000 ",129681602,Family Living with Space & Style!,2018/10/31,2018/10/31 ионГ 02:00:28
-37.56686,144.89183,10 Primavera Drive,Mickleham,3064,melbourne___northern_region,4,2,2,house,"$617,000 ",129140750,A Family Favourite║╜,2018/10/31,2018/11/5 обнГ 02:00:33
-37.4021,144.89183,15 Darraweit Valley Road,Darraweit Guim,3756,northern_region,5,2,4,house,"$610,000 ",129370710,"Sale fell over don't miss out this time - 5 bedrooms on 3,390 m2",2018/10/31,2018/11/3 обнГ 02:13:05
-38.13815,144.33833,45 Catherine Street,Geelong West,3218,bellarine_peninsula,3,1,1,house,"$602,500 ",129461218,Renovators Opportunity,2018/10/31,2018/11/1 ионГ 02:00:25
-38.16548,144.29706,9 Woolondoon Drive,Highton,3216,null,4,2,2,house,"$601,000 ",128393598,Price Reduced Buy in Exclusive Highton!,2018/10/31,2018/11/1 ионГ 05:06:11
-37.80506,145.28481,5 Eastmead Road,Croydon,3136,eastern_melbourne,2,1,1,townhouse,"$600,000 ",129615222,Young Townhouse Sensation,2018/10/31,2018/11/2 ионГ 05:57:26
-37.29726,144.98281,78 Gavan Street,Kilmore East,3764,northern_region,4,2,4,house,"$597,000 ",129357378,Full House in the Country,2018/10/31,2018/11/2 обнГ 02:07:03
-38.02657,145.27342,68 Justin Circuit,Hampton Park,3976,south_east_melbourne,4,2,2,house,"$590,000 ",128953686,House on 792sqm with three huge living areas!,2018/10/31,2018/10/31 ионГ 02:00:18
-37.60911,145.10907,22 Macadamia Street,Doreen,3754,melbourne___northern_region,3,2,2,house,"$580,000 ",129231358,Fantastic Location Great Entertainer,2018/10/31,2018/11/3 обнГ 01:55:57
-37.67487,144.44124,14 Young Street,Bacchus Marsh,3340,western_region,3,1,2,house,"$580,000 ",129383934,Park The Car and Walk to Everything!,2018/10/31,2018/11/4 обнГ 02:09:50
-37.91076,144.77859,4 Jemma Avenue,Point Cook,3030,south_west_melbourne,4,2,2,house,"$566,500 ",129426142,"SOLD UNDER THE HAMMER by Jake Wang, Any Enquires Please call 0488 889 158",2018/10/31,2018/11/1 ионГ 02:00:24
-37.82039,144.94578,502/1 Encounter Way,Docklands,3008,melbourne_city___greater_region,2,1,1,apartment,"$562,000 ",129407570,UNDER OFFER - Victoria Harbour Living with Scenic Park & Skyline Views,2018/10/31,2018/11/1 ионГ 02:00:24
-37.6717,144.54835,3 Ballamore Vista,Harkness,3337,null,4,2,2,house,"$560,000 ",129175278,PREMIUM 4 BEDROOM EXECUTIVE RESIDENCE,2018/10/31,2018/11/1 ионГ 02:00:20
-37.85261,144.65855,33 Wendy Way,Tarneit,3029,western_melbourne,4,2,2,house,"$550,000 ",129055334,The Bold and the beautiful!,2018/10/31,2018/11/1 ионГ 02:00:19
-37.88912,144.63445,46 Queensbury Way,Werribee,3030,south_west_melbourne,4,2,2,house,"$550,000 ",129517082,All bases covered,2018/10/31,2018/11/4 обнГ 01:55:46
-38.16199,145.18265,11 Trimble Drive,Langwarrin,3910,mornington_peninsula,3,1,4,house,"$533,000 ",129114814,Family Friendly Favourite...!,2018/10/31,2018/11/3 обнГ 02:13:59
-38.05783,145.49831,48 Ben Drive,Pakenham,3810,south_east_melbourne,3,2,2,house,"$530,000 ",129172454,A Cut Above The Rest - Quality and Space!!,2018/10/31,2018/11/5 ионГ 04:56:31
-38.07536,145.44562,76 Dusseldorp Avenue,Pakenham,3810,south_east_melbourne,4,2,2,house,"$525,000 ",129508030,Beautiful Family Home - Close to everything!,2018/10/31,2018/11/4 обнГ 01:55:30
-38.09357,144.32864,2 Cardiff Street,Bell Post Hill,3215,bellarine_peninsula,4,2,2,house,"$525,000 ",129476270,4 Bedroom Family Home That Has It All,2018/10/31,2018/11/1 обнГ 01:55:59
-37.97044,144.68761,7 Norman Grove,Werribee South,3030,south_west_melbourne,4,2,2,house,"$512,500 ",129412626,When Lifestyle Matters,2018/10/31,2018/10/31 ионГ 02:00:24
-38.12007,145.8484,5 Callistemon Crescent,Drouin,3818,gippsland,3,2,2,house,"$510,000 ",129324770,Take Note & Act Quick!,2018/10/31,2018/11/1 ионГ 04:50:02
-37.77876,145.28786,3/5-7 Bonnie View Road,Croydon North,3136,eastern_melbourne,2,1,2,unit,"$500,500 ",129185466,Private Sale: The Key To Convenience,2018/10/31,2018/11/1 ионГ 05:33:33
-37.62662,144.71696,15 Glitter Road,Diggers Rest,3427,north_west_melbourne,3,2,2,house,"$500,000 ",129470466,Live Large With Spacious Design,2018/10/31,2018/11/1 обнГ 01:55:43
-38.19698,144.35662,51 Marshalltown Road,Marshall,3216,bellarine_peninsula,3,1,2,house,"$500,000 ",129527922,Great Opportunity!,2018/10/31,2018/11/1 ионГ 02:00:26
-37.82786,144.95931,3205/58 Clarke Street,Southbank,3006,melbourne_city___greater_region,2,1,1,apartment,"$495,000 ",126474618,Your Habitat - Modern & Chic,2018/10/31,2018/11/1 ионГ 02:00:13
-37.61021,143.87113,15 The Gums,Mount Clear,3350,western_region,4,2,3,house,"$485,000 ",129574270,AN ULTRA COOL HOME ANY WAY YOU LOOK AT IT,2018/10/31,2018/10/31 ионГ 02:00:27
-37.8161,144.97122,909/108 Flinders Street,Melbourne,3000,null,1,1,1,apartment,"$484,000 ",126308326,Expression Of Interest - 30th September - Unless Sold Prior,2018/10/31,2018/11/1 ионГ 02:00:13
-36.71657,144.77443,112 Butler Court,Heathcote,3523,northern_region,3,1,14,house,"$480,000 ",129403502,The Perfect Escape,2018/10/31,2018/11/4 ионГ 02:00:08
-37.58964,144.91637,18 Cavell Drive,Craigieburn,3064,melbourne___northern_region,3,2,2,house,"$475,000 ",129138450,"Location, Location Location ",2018/10/31,2018/11/5 обнГ 02:00:33
-38.11711,145.23488,32 Jupiter Crescent,Cranbourne West,3977,south_east_melbourne,3,2,1,house,"$470,000 ",128783722,"Motivated Vendor, Make Us an Offer",2018/10/31,2018/11/5 обнГ 05:45:41
-37.6749,144.93621,81 Dallas Drive,Dallas,3047,melbourne___northern_region,2,1,1,house,"$450,000 ",129405630,Generous Corner Allotment Expansive Opportunities,2018/10/31,2018/10/31 ионГ 02:00:24
-37.67684,144.96095,25 Chestnut Street,Campbellfield,3061,melbourne___northern_region,3,1,1,house,"$450,000 ",128648182,Quality living in a convenient location!,2018/10/31,2018/11/3 обнГ 02:13:59
-37.7152,144.57184,15 Strachan Place,Melton South,3338,western_region,3,2,2,house,"$447,000 ",129458622,A rare opportunity not to be missed,2018/10/31,2018/11/2 ионГ 02:00:25
-37.42044,144.9674,34 Watergum Way,Wallan,3756,northern_region,4,2,2,house,"$440,000 ",129620250,Neat 4 bedroom home on 571sqm corner block,2018/10/31,2018/11/2 ионГ 02:00:27
-37.78011,144.89212,2/2 La Scala Avenue,Maribyrnong,3032,north_west_melbourne,2,1,1,apartment,"$440,000 ",129589050,UNDER CONTRACT - NO FURTHER INSPECTIONS,2018/10/31,2018/11/1 ионГ 04:43:22
-37.5711,143.86417,2 Elm Road,Golden Point,3350,western_region,2,2,2,house,"$440,000 ",129432590,"It▓s Nice, Different, Unusual. Luxe Golden Point!!",2018/10/31,2018/11/5 ионГ 02:00:11
-37.79844,144.95271,503/97-103 Flemington Road,North Melbourne,3051,melbourne_city___greater_region,1,1,1,apartment,"$431,000 ",128571606,Superb designer apartment on the city's fringe,2018/10/31,2018/11/6 ионГ 01:31:43
-38.18318,144.35114,3/18 Grayling Street,Belmont,3216,bellarine_peninsula,3,1,1,townhouse,"$430,000 ",129610086,Great Townhouse In Handy Location,2018/10/31,2018/11/6 ионГ 01:32:28
-37.81031,145.00686,B204/8 Grosvenor St,Abbotsford,3067,melbourne_city___greater_region,2,1,1,unit,"$430,000 ",128596898,"Light, space, quality, and sensational ▒Precinct▓ facilities.",2018/10/31,2018/10/31 ионГ 02:00:16
-37.69239,144.54428,4 Milla Belle Place,Brookfield,3338,western_region,4,1,1,house,"$418,000 ",128736242,"Immaculate, Low Maintenance in Brookfield",2018/10/31,2018/10/31 ионГ 02:00:17
-36.12951,144.67616,1200 Mount Terrick Road,Echuca,3564,northern_region,4,1,4,acreage/semi-rural,"$399,000 ",129530902,Enjoy a Beautiful and Relaxing Lifestyle,2018/10/31,2018/11/1 ионГ 06:29:59
-37.34796,144.73938,2/49 Murphy Street,Romsey,3434,northern_region,3,2,2,townhouse,"$395,000 ",128514722,What a Location!,2018/10/31,2018/11/1 ионГ 05:46:18
-37.80097,144.8199,3/12-30 Pickersgill Avenue,Sunshine West,3020,north_west_melbourne,2,1,1,unit,"$376,000 ",129437162,"Light, space and moments to amenities.",2018/10/31,2018/11/2 ионГ 02:00:25
-38.09993,145.19363,"Lot 79, 38 Songlark Crescent",Carrum Downs,3201,mornington_peninsula,0,0,0,residential land,"$375,000 ",202191982,Wilton Estate Awaits!,2018/10/31,2018/11/2 ионГ 02:00:31
-38.18397,144.38278,10 Grafton Street,St Albans Park,3219,bellarine_peninsula,3,2,1,house,"$375,000 ",129409886,"Calling All Tradies, Investors, Renovators & First Homebuyers!",2018/10/31,2018/10/31 ионГ 02:00:24
-37.58338,143.85804,3 Carew Court,Mount Pleasant,3350,western_region,5,2,2,house,"$370,000 ",127936342,5 BEDROOM WITH VIEWS IN MOUNT PLEASANT,2018/10/31,2018/11/3 обнГ 02:13:59
-38.12834,145.85073,14/13 Wood Street,Drouin,3818,gippsland,2,1,1,unit,"$355,000 ",129466734,Downsize to a Better Lifestyle,2018/10/31,2018/11/1 ионГ 06:12:09
-38.35623,141.59267,11 Isabel Court,Portland,3305,south_western_region,4,2,2,house,"$352,500 ",129021562,Modern 4 Bedroom,2018/10/31,2018/11/1 ионГ 02:00:19
-36.78582,144.28216,7/10 Gordon Street,Spring Gully,3550,northern_region,3,1,2,house,"$350,000 ",128926150,IMMACULATE SUNNY TOWNHOUSE CLOSE TO CBD,2018/10/31,2018/11/2 ионГ 02:00:19
-37.81658,145.12181,109/2 Archibald Street,Box Hill,3128,inner_east_melbourne,1,1,1,apartment,"$330,000 ",129152498,"CONTEMPORARY DESIGN, COSMOPOLITAN LIFESTYLE",2018/10/31,2018/11/1 ионГ 05:47:01
-38.0978,144.36059,38A Pettitt Crescent,Norlane,3214,bellarine_peninsula,2,2,1,house,"$330,000 ",129435854,Immaculately Presented - Separately Titled Townhouse,2018/10/31,2018/11/1 ионГ 02:00:24
-37.81031,145.00686,B206/8 Grosvenor Street,Abbotsford,3067,melbourne_city___greater_region,1,1,0,apartment,"$330,000 ",128525378,Amazing One Bedroom Apartment,2018/10/31,2018/11/1 ионГ 02:00:16
-38.11634,144.33126,2A Alder Crescent,Bell Park,3215,bellarine_peninsula,2,1,1,townhouse,"$320,000 ",126493578,"IDEAL FIRST HOME, DOWNSIZER OR INVESTOR",2018/10/31,2018/11/3 ионГ 02:00:08
-37.76246,144.9955,12/9 Kemp Street,Thornbury,3071,melbourne___northern_region,1,1,2,apartment,"$300,000 ",129249994,Great Proportions & Position Near High Street,2018/10/31,2018/11/2 ионГ 02:00:22
-37.81315,144.87079,1/7 Jepson Street,Yarraville,3013,western_melbourne,1,1,1,apartment,"$288,500 ",129547606,Exceptional location and style,2018/10/31,2018/11/5 ионГ 03:50:10
-36.13759,146.87991,53 Pearce Street,Wodonga,3690,north_east_region,3,1,2,house,"$278,000 ",129113890,Perfect potential,2018/10/31,2018/11/3 обнГ 02:13:04
-38.32991,141.60498,15 Grant Street,Portland,3305,south_western_region,3,1,1,house,"$235,000 ",129129666,A Great Address,2018/10/31,2018/11/4 обнГ 02:11:02
-38.35975,141.60168,109 Must Street,Portland,3305,south_western_region,3,1,1,house,"$220,000 ",128051402,Low Maintenance Brick Home,2018/10/31,2018/11/1 ионГ 02:00:15
-37.89334,144.99765,45 Brickwood Street,Brighton,3186,bayside,4,3,2,house,Contact agent,129721326,A Perfect Family Oasis,2018/10/30,2018/11/3 ионГ 02:00:21
-37.82722,145.07658,32 Maling Road,Canterbury,3126,inner_east_melbourne,4,2,3,house,"$2,810,000 ",129442502,Magnificent Opportunity On Maling Road,2018/10/30,2018/11/6 ионГ 01:31:23
-37.88173,145.15343,57 Avendon Boulevard,Glen Waverley,3150,eastern_melbourne,4,2,2,house,"$2,200,000 ",129420114,Best of Both Worlds,2018/10/30,2018/11/5 обнГ 05:45:14
-37.79385,145.07333,3 Highbury Street,Balwyn North,3104,inner_east_melbourne,0,0,0,residential land,"$1,900,000 ",202197850,"Blank Canvas Block in Brilliant Location, City Views & Balwyn High School Zone",2018/10/30,2018/11/2 обнГ 02:19:21
-37.86343,144.99004,133 Argyle Street,St Kilda,3182,inner_east_melbourne,3,2,2,house,"$1,785,000 ",129475690,A rare family find with designer appeal,2018/10/30,2018/11/1 обнГ 01:56:02
-37.73601,144.93593,71 Eastgate Street,Pascoe Vale South,3044,melbourne___northern_region,3,1,4,house,"$1,400,000 ",129252278,Calling All Developers-Builders & Savvy Investors!,2018/10/30,2018/10/31 ионГ 02:00:21
-37.56357,144.758,4 Oakdale Lane,Sunbury,3429,western_region,3,2,2,house,"$1,200,000 ",129516982,"Premium ""Rolling Meadows"" Lifestyle Offering ",2018/10/30,2018/11/4 обнГ 01:55:46
-37.78677,144.90452,2/33 Fisher Parade,Ascot Vale,3032,north_west_melbourne,3,3,2,apartment,"$1,200,000 ",129492374,AMAZING SPACE AND UNINTERRUPTED RIVER VIEWS,2018/10/30,2018/11/2 обнГ 01:55:53
-37.7221,145.14677,76 Franklin Street,Eltham,3095,eastern_melbourne,4,2,2,house,"$1,045,000 ",128693274,Boardroom Auction Tuesday 30th October at 6pm,2018/10/30,2018/11/1 ионГ 05:51:35
-37.82671,145.22503,16 Sussex Street,Ringwood,3134,eastern_melbourne,3,1,1,house,"$1,000,000 ",129657426,An incredible opportunity.,2018/10/30,2018/11/4 обнГ 10:55:00
-37.92618,145.19104,63 Stadium Circuit,Mulgrave,3170,eastern_melbourne,3,2,2,house,"$930,000 ",129456842,Spacious Style in Waverley Park Estate,2018/10/30,2018/11/5 обнГ 05:44:43
-38.11536,145.84677,9 Quentin Court,Drouin,3818,gippsland,4,2,4,acreage/semi-rural,"$920,000 ",129540650,"Quality, Position & Presentation",2018/10/30,2018/11/3 ионГ 02:00:19
-37.81209,145.00651,9 Bennett Street,Richmond,3121,inner_east_melbourne,2,1,0,house,"$920,000 ",128840394,BRICK PERIOD HOME - 6.5M X 27.3M - 177SQM APPROX.,2018/10/30,2018/11/2 ионГ 02:00:18
-38.16465,145.10464,7 Dunstan Street,Frankston South,3199,mornington_peninsula,5,2,2,house,"$903,000 ",129450950,Opportunistic,2018/10/30,2018/10/30 ионГ 02:00:27
-37.80454,145.2997,7 Paltarra Court,Croydon,3136,eastern_melbourne,4,2,2,house,"$876,000 ",129463070,Superb Example of Single Level Living,2018/10/30,2018/11/6 ионГ 02:00:17
-37.56184,144.73617,19 Hopbush Avenue,Sunbury,3429,western_region,5,2,3,house,"$875,000 ",127702070,PREMIUM HOME OF THE HIGHEST CALIBRE WITH VIEWS!,2018/10/30,2018/10/30 ионГ 02:00:14
-38.00113,145.09,12A Edith Street,Mordialloc,3195,bayside,3,3,1,townhouse,"$850,000 ",129475458,Chic coastal living in peaceful pocket,2018/10/30,2018/11/1 обнГ 01:55:56
-38.3574,144.92737,2 Chunar Grove,McCrae,3938,mornington_peninsula,4,2,2,house,"$845,000 ",128992634,Where the coast meet bushland,2018/10/30,2018/11/3 ионГ 02:00:12
-37.87402,145.32066,4 Hill Street,Ferny Creek,3786,eastern_melbourne,4,3,2,house,"$830,000 ",129225510,Lifestyle Property in Leafy Surrounds,2018/10/30,2018/11/5 ионГ 02:00:10
-37.68938,144.75612,9 Kenswick Drive,Hillside,3037,north_west_melbourne,5,4,7,house,"$825,000 ",129346394,Sitting on Top of the World!,2018/10/30,2018/11/1 обнГ 02:11:49
-37.87541,145.23781,57 Tyner Road,Wantirna South,3152,eastern_melbourne,3,1,0,house,"$823,333 ",129577518,Sold,2018/10/30,2018/11/5 ионГ 04:43:15
-37.72162,145.13224,20 Belmont Crescent,Montmorency,3094,melbourne___northern_region,3,1,2,house,"$815,000 ",129674626,Family Focus Footsteps To Parks,2018/10/30,2018/11/3 ионГ 02:00:21
-37.85368,144.89608,4 Union Street,Williamstown,3016,south_west_melbourne,2,1,1,house,"$798,000 ",129190562,UNDER OFFER,2018/10/30,2018/10/31 обнГ 01:55:52
-37.82181,145.25754,31 Heathwood Street,Ringwood East,3135,eastern_melbourne,3,1,1,house,"$792,000 ",129364146,Renovated for a seamless lifestyle,2018/10/30,2018/11/6 ионГ 02:00:16
-38.0474,145.93543,1450 Jacksons Track,Jindivick,3818,gippsland,3,1,5,acreage/semi-rural,"$774,000 ",129285018,How's the serenity,2018/10/30,2018/11/2 ионГ 04:43:49
-37.89404,145.21777,11 Boyd Court,Scoresby,3179,eastern_melbourne,4,2,1,house,"$765,000 ",129129838,Move In Before Christmas!,2018/10/30,2018/11/5 обнГ 05:45:05
-37.82169,144.96459,5406/7 Riverside Quay,Southbank,3006,melbourne_city___greater_region,1,2,1,apartment,"$745,000 ",129558286,Supersized 1 bedder with Northern Exposure High on the 54th Floor of Eureka Tower!,2018/10/30,2018/10/31 ионГ 02:00:27
-38.05517,145.39508,254 Pink Hill Boulevard,Officer,3809,south_east_melbourne,4,2,2,house,"$710,000 ",129086134,Tickled Pink,2018/10/30,2018/10/31 ионГ 02:00:19
-37.85599,144.73323,77 Fantail Crescent,Williams Landing,3027,null,4,2,2,house,"$710,000 ",128305790,SPACIOUS FAMILY HOME WITH 4 LIVING AREAS,2018/10/30,2018/10/30 ионГ 02:00:15
-38.1777,144.30301,3 Kates  Court,Wandana Heights,3216,bellarine_peninsula,4,2,2,house,"$702,000 ",129300018,A Secluded Gem,2018/10/30,2018/11/6 ионГ 02:00:15
-37.85096,144.98478,LG03/K6 High Street,Windsor,3181,inner_east_melbourne,2,2,1,apartment,"$701,000 ",129525730,A Brand-New Backdrop to Luxurious Lifestyle Living,2018/10/30,2018/11/1 ионГ 02:00:26
-37.7453,145.04131,8 Redwood Street,Heidelberg West,3081,melbourne___northern_region,2,1,0,house,"$700,000 ",129461298,Attractive 664 sqm approx. Zone 1 allotment,2018/10/30,2018/11/1 ионГ 02:00:25
-37.87912,145.23354,83 Bloom Avenue,Wantirna South,3152,eastern_melbourne,3,2,1,house,"$695,000 ",129488238,Sunbathed sophistication in the Harcrest Estate.,2018/10/30,2018/11/2 обнГ 01:55:45
-37.81208,145.27276,3 Mackenzie Court,Croydon South,3136,eastern_melbourne,4,2,4,house,"$690,000 ",129037014,Holiday at home every day.,2018/10/30,2018/10/31 ионГ 02:00:19
-37.52362,144.0049,572 Blackswamp Road,Bullarook,3352,western_region,4,2,4,house,"$685,500 ",129313378,Lifestyle Property Just One Hour To Melbourne,2018/10/30,2018/11/1 ионГ 02:00:22
-38.04207,145.33207,26 Dempster Way,Berwick,3806,south_east_melbourne,5,2,2,house,"$675,000 ",129487670,Position Perfect ╗C One Owner!,2018/10/30,2018/11/2 обнГ 01:55:43
-37.60324,145.11308,6 Vantage Point Boulevard,Doreen,3754,melbourne___northern_region,4,2,4,house,"$659,000 ",129348246,Irresistible Family Living In a Sought after Location,2018/10/30,2018/11/5 обнГ 05:44:40
-37.85946,144.73471,23 Fieldwren Drive,Williams Landing,3027,null,4,2,2,house,"$655,000 ",129069734,FAMILY LIVING IN A PRIME LOCATION,2018/10/30,2018/10/30 ионГ 02:00:20
-37.34196,144.74361,4 Old Farm Way,Romsey,3434,northern_region,4,2,2,house,"$652,000 ",129342730,Botanical bliss.,2018/10/30,2018/11/3 ионГ 02:00:16
-38.15912,145.93602,16 Kent Street,Warragul,3820,gippsland,3,1,1,house,"$650,000 ",129456430,Simply Superb in Every Way,2018/10/30,2018/10/31 обнГ 01:55:29
-37.72218,144.81263,46 Odessa Avenue,Keilor Downs,3038,north_west_melbourne,4,1,4,house,"$640,000 ",129534050,Inviting Family Entertainer,2018/10/30,2018/10/30 ионГ 02:00:30
-37.81261,145.32341,85 Cherylnne Crescent,Kilsyth,3137,eastern_melbourne,3,1,2,house,"$635,000 ",129466530,Big Block - Lots of Opportunities!,2018/10/30,2018/11/6 ионГ 02:00:17
-37.83974,145.26692,4/3 King Street,Bayswater,3153,eastern_melbourne,3,2,1,townhouse,"$635,000 ",129429226,Modern comfort and convenience at its very best.,2018/10/30,2018/10/31 ионГ 02:00:25
-37.9085,144.768,147 Haze Drive,Point Cook,3030,south_west_melbourne,4,2,2,house,"$625,000 ",129194546,HOUSE TO BE YOUR HOME IN HAZE DRIVE,2018/10/30,2018/11/1 ионГ 02:00:21
-37.84113,144.97551,606/23 Queens Road,Melbourne,3004,null,2,1,1,apartment,"$625,000 ",129552286,Super Size 2 Bedroom Beauty With Stunning Park Views,2018/10/30,2018/11/6 ионГ 02:00:18
-37.8934,145.02037,101/462 Hawthorn Road,Caulfield South,3162,bayside,2,1,1,apartment,"$610,000 ",127568082,High End Parkside Lifestyle Living,2018/10/30,2018/10/31 ионГ 02:00:14
-37.69251,144.98183,2 Lockton Avenue,Reservoir,3073,melbourne___northern_region,3,1,3,house,"$600,000 ",129347642,ELEVATED BRICK VENEER,2018/10/30,2018/11/1 обнГ 02:11:24
-38.2322,145.04353,13 Moomba St,Mornington,3931,mornington_peninsula,3,1,3,house,"$590,000 ",129016718,Cottage Retreat Near Main Street,2018/10/30,2018/10/31 ионГ 05:38:38
-37.23483,144.11555,9 Mill Street,Franklinford,3461,western_region,3,1,1,house,"$590,000 ",129297122,Ideal country escape,2018/10/30,2018/10/30 ионГ 02:00:23
-37.73476,144.76375,35 Kingdom Avenue,Kings Park,3021,north_west_melbourne,3,2,2,house,"$575,000 ",129501642,Entertainers Delight!,2018/10/30,2018/11/3 обнГ 01:55:43
-38.13,144.34011,2/14 Mary Street,Hamlyn Heights,3215,null,3,2,1,house,"$575,000 ",129722490,Low maintenance living,2018/10/30,2018/11/6 ионГ 02:00:19
-37.61852,145.09658,15 Gardense Parade,South Morang,3752,melbourne___northern_region,3,2,2,house,"$573,000 ",129487002,Nest or Invest!!,2018/10/30,2018/11/6 ионГ 02:00:17
-37.8051,144.87043,4/50 Roberts Street,West Footscray,3012,western_melbourne,2,1,2,townhouse,"$570,000 ",129575418,"Secreted away, private yet non pretentious!",2018/10/30,2018/11/3 ионГ 02:00:20
-38.2317,145.16772,66 Graf Road,Somerville,3912,mornington_peninsula,4,2,2,townhouse,"$565,000 ",129401558,Large 4 Bedroom Townhouse,2018/10/30,2018/10/30 ионГ 02:00:25
-37.70986,144.6212,7 Acton Street,Rockbank,3335,western_melbourne,4,2,2,house,"$555,000 ",127812906,4 bedroom house,2018/10/30,2018/11/1 ионГ 02:00:14
-37.665,145.04011,66 Carbon Crescent,Mill Park,3082,melbourne___northern_region,3,2,6,house,"$555,000 ",129267006,Huge Empty Backyard with Wide Driveway Access,2018/10/30,2018/11/5 обнГ 05:44:44
-38.1932,144.32425,16 Tettenhall Ridge,Belmont,3216,bellarine_peninsula,3,1,2,house,"$552,000 ",129358802,"Refreshingly Updated, Central & Complete!",2018/10/30,2018/11/2 обнГ 02:08:45
-37.74634,144.82323,51 Clarke Avenue,St Albans,3021,north_west_melbourne,3,1,2,house,"$550,000 ",129367042,"Huge Block, Big Potential",2018/10/30,2018/11/3 обнГ 02:15:52
-37.82671,145.02614,5/177 Power Street,Hawthorn,3122,inner_east_melbourne,2,1,1,apartment,"$540,500 ",129506214,Sensational Starter in Outstanding Location,2018/10/30,2018/11/3 обнГ 01:55:51
-37.73647,144.79388,33 Cobham Street,St Albans,3021,north_west_melbourne,3,1,1,house,"$535,000 ",129530046,The Sweet Sound of Success,2018/10/30,2018/10/31 ионГ 02:00:26
-37.5964,144.70135,25 Maiden Drive,Sunbury,3429,western_region,4,2,4,house,"$533,000 ",129547270,New Street Record - SOLD by Kirk Simpson 0400077333,2018/10/30,2018/10/31 ионГ 02:00:27
-38.37626,144.80466,24 Iolanda Street,Rye,3941,mornington_peninsula,3,1,2,house,"$531,500 ",129547666,ANOTHER SOLD BY CRAIG EVANS,2018/10/30,2018/11/6 ионГ 02:00:18
-37.70333,144.9214,3/143 Melbourne Avenue,Glenroy,3046,melbourne___northern_region,2,1,2,villa,"$530,500 ",129495786,SOLD by Team Claudio,2018/10/30,2018/11/3 обнГ 01:55:32
-37.92144,145.23175,5 Chloe Court,Rowville,3178,eastern_melbourne,2,2,1,townhouse,"$525,000 ",129096690,Boutique Designer Living,2018/10/30,2018/11/1 ионГ 02:00:20
-37.98002,145.22928,22 Garside Street,Dandenong,3175,south_east_melbourne,3,1,2,house,"$525,000 ",129570666,Easy Living in Premier Location,2018/10/30,2018/10/31 ионГ 02:00:27
-37.85662,144.75148,18  Valiant Walk,Williams Landing,3027,null,3,2,2,townhouse,"$511,000 ",129236858,Modern Townhome with Sweeping Park Views,2018/10/30,2018/10/30 ионГ 02:00:22
-38.38152,144.84373,49A Brights Drive,Tootgarook,3941,mornington_peninsula,3,1,0,house,"$510,000 ",128650922,A GREAT BEGINNING,2018/10/30,2018/11/3 обнГ 02:13:04
-37.78209,144.8228,"1,3,4/33A King Edward Avenue",Albion,3020,western_melbourne,3,1,1,townhouse,"$500,000 ",129731370,STARTER HOME OR INVESTMENT,2018/10/30,2018/10/30 ионГ 02:00:31
