Latitude,Longitude,Street Address,Suburb,Postcode,Region,Bedrooms,Bathrooms,Parking Spaces,Property Type,Price,Listing Id,Title,Date Sold,Modified Date
-38.27607,144.48549,6 Corymbia Circuit,Barwon Heads,3227,bellarine_peninsula,3,2,2,house,"$1,255,000 ",129714950,Luxurious Coastal Lifestyle Awaits,2018/11/6,2018/11/6 ионГ 02:00:19
-38.23816,144.54558,9 La Bella Street,Ocean Grove,3226,bellarine_peninsula,4,2,2,house,"$725,000 ",129219294,Laid Back Family Living In An Idyllic Location,2018/11/6,2018/11/6 ионГ 04:01:41
-37.63839,144.9227,26 Greensted Grove,Roxburgh Park,3064,melbourne___northern_region,4,2,2,house,"$670,000 ",129517974,Oversized & park-facing,2018/11/6,2018/11/6 ионГ 02:37:57
-38.12184,144.33248,80 Calvert Street,Hamlyn Heights,3215,null,3,2,1,house,"$600,000 ",129640018,Cherished Family Home In Leafy Hamlyn Heights,2018/11/6,2018/11/6 ионГ 02:00:19
-38.12907,144.32364,295 Church Street,Herne Hill,3218,bellarine_peninsula,3,1,2,house,"$520,000 ",129459426,Potential Plus,2018/11/6,2018/11/6 ионГ 02:00:17
-38.6618,143.85815,42 Ridge Drive,Kennett River,3234,south_western_region,3,2,3,house,"$515,000 ",129671886,RELAXED COASTAL LIFESTYLE,2018/11/6,2018/11/6 ионГ 02:00:19
-38.03264,144.38385,16 Yoorok Drive,Lara,3212,south_west_melbourne,3,1,1,house,"$460,000 ",129206754,"PERFECT INVESTMENT, PERFECT HOME!",2018/11/6,2018/11/6 ионГ 06:12:30
-38.0169,145.34791,16 Casey Drive,Berwick,3806,south_east_melbourne,5,4,3,house,"$1,935,000 ",129531046,Living the High Life!,2018/11/5,2018/11/5 ионГ 02:00:12
-38.46845,143.77837,110 Rowlands Road,Barwon Downs,3243,south_western_region,3,1,2,farmlet,"$1,500,000 ",7989582,Commanding views on two titles,2018/11/5,2018/11/6 ионГ 02:00:04
-37.91007,145.12401,42 Glenbrook Avenue,Clayton,3168,south_east_melbourne,5,2,2,house,"$1,400,000 ",129472962,5 Bedroom House! Walk to Monash University!,2018/11/5,2018/11/5 ионГ 02:00:12
-38.37578,144.78674,119 Canterbury Jetty Road,Rye,3941,mornington_peninsula,3,3,3,house,"$1,300,000 ",129457330,This house just keeps on going! Self-contained area and extreme quality throughout.,2018/11/5,2018/11/5 ионГ 02:00:11
-37.76286,145.32881,5 Joel Place,Mooroolbark,3138,eastern_melbourne,5,2,2,house,"$990,000 ",129326010,Modern Family Luxury with Sweeping Views,2018/11/5,2018/11/6 ионГ 01:31:20
-37.57056,144.7326,98 Yellowgum Boulevard,Sunbury,3429,western_region,4,3,5,house,"$920,000 ",129411842,MASTERPIECE OF LUXURY AND PERFECTION!,2018/11/5,2018/11/5 ионГ 02:00:11
-37.77368,145.27888,6 Albury Court,Croydon North,3136,eastern_melbourne,4,2,2,house,"$885,000 ",129608274,Spacious & Immaculate Family Living,2018/11/5,2018/11/6 ионГ 02:00:19
-37.74236,144.99873,37 Bruce Street,Preston,3072,melbourne___northern_region,3,1,1,house,"$855,000 ",129537922,Corner The Opportunity!!,2018/11/5,2018/11/5 ионГ 02:00:12
-37.75439,144.75486,27 Torowatta Place,Burnside,3023,western_melbourne,5,3,2,house,"$855,000 ",129600034,Bring the family & turn this huge house into a luxurious home.,2018/11/5,2018/11/5 ионГ 02:00:13
-38.09639,145.94062,26 Platts Road,Buln Buln,3821,gippsland,4,2,6,house,"$835,000 ",128807198,Entertainers Delight with Country Charm,2018/11/5,2018/11/5 ионГ 05:16:45
-37.75071,144.85421,17 Rim Cross Drive,Avondale Heights,3034,north_west_melbourne,3,2,1,house,"$735,000 ",129536222,AUCTION THIS SAT AT 11:00AM,2018/11/5,2018/11/6 ионГ 02:00:18
-37.58997,144.89278,38 Montreal Circuit,Craigieburn,3064,melbourne___northern_region,5,2,2,house,"$730,000 ",128223926,SOLD BY TEAM SKAD !!,2018/11/5,2018/11/6 ионГ 02:00:10
-37.58997,144.89278,38 Montreal CCT,Craigieburn,3064,melbourne___northern_region,5,2,2,house,"$730,000 ",128762870,SOLD BY TEAM SKAD !! MORE PROPERTIES WANTED!!,2018/11/5,2018/11/6 ионГ 02:00:11
-37.53263,143.92275,5 Brooklyn Court,Brown Hill,3350,western_region,4,2,2,house,"$670,000 ",129371194,Architecturally Designed,2018/11/5,2018/11/6 ионГ 02:00:16
-37.59876,144.90528,17 MILSWYN STREET,Craigieburn,3064,melbourne___northern_region,4,2,2,house,"$658,000 ",129065466,Your Upraised Lifestyle Residence!,2018/11/5,2018/11/6 ионГ 02:00:13
-37.86504,144.67481,25 Eleanor Drive,Hoppers Crossing,3029,south_west_melbourne,3,2,3,house,"$650,545 ",129602386,Plenty of room for a growing family! Walking Distance to Cambridge Primary!,2018/11/5,2018/11/6 ионГ 02:00:19
-37.7099,144.8002,5  Ayers Court,Taylors Lakes,3038,north_west_melbourne,4,2,4,house,"$650,000 ",129239802,Another Successful Sale by Team Lucra 0400077333,2018/11/5,2018/11/6 ионГ 10:31:05
-37.99822,145.26769,13 Simpson Court,Hallam,3803,south_east_melbourne,4,2,1,house,"$647,000 ",128794034,Court location with Amazing Potential!,2018/11/5,2018/11/5 ионГ 02:00:09
-37.615,145.0012,25 Overnewton Way,Wollert,3750,melbourne___northern_region,4,2,2,house,"$643,000 ",129502714,Four bedroom beauty in fantastic location,2018/11/5,2018/11/5 ионГ 02:00:12
-37.9634,144.50121,32 River Street,Little River,3211,south_west_melbourne,4,3,3,house,"$627,500 ",107341453,"⌠Fall in Love with Yesteryear""",2018/11/5,2018/11/6 ионГ 02:00:05
-37.89209,144.77425,62 Signature Boulevard,Sanctuary Lakes,3030,null,3,2,2,house,"$625,000 ",129120710,"Elite Address, Enduring Elegance",2018/11/5,2018/11/6 ионГ 02:00:14
-36.77638,144.3736,9 Homebush Drive,Junortoun,3551,northern_region,6,2,2,house,"$615,000 ",129624134,Family Paradise,2018/11/5,2018/11/6 ионГ 02:00:19
-37.63775,144.92966,9 Reading Close,Roxburgh Park,3064,melbourne___northern_region,3,2,2,house,"$615,000 ",129526158,Still like new,2018/11/5,2018/11/5 ионГ 02:00:12
-38.30027,145.1792,11 Stephen Street,Hastings,3915,mornington_peninsula,3,2,2,house,"$600,000 ",129207374,A Home Of Indulgence,2018/11/5,2018/11/5 ионГ 02:00:10
-37.8506,144.99018,211/10 Porter St,Prahran,3181,inner_east_melbourne,2,2,1,apartment,"$600,000 ",128469110,Prahran--An irresistible blend of lifestyle and location,2018/11/5,2018/11/6 ионГ 02:00:10
-37.61716,145.12443,13 Gallivant Drive,Doreen,3754,melbourne___northern_region,4,2,2,house,"$580,000 ",129471622,The Ideal Family Home,2018/11/5,2018/11/6 ионГ 02:00:17
-37.59095,144.94121,85 Hamilton Street,Craigieburn,3064,melbourne___northern_region,0,0,0,residential land,"$577,500 ",202243294,PLANNING PERMIT APPROVED FOR 4 DWELLINGS....,2018/11/5,2018/11/5 ионГ 02:00:15
-38.03182247,144.3893134,12 Caitlin Street,Lara,3212,south_west_melbourne,4,2,2,house,"$577,000 ",128340206,BRAND NEW JUST UNPACK AND ENJOY!,2018/11/5,2018/11/6 ионГ 02:00:10
-38.20081,144.34809,25 Michael Court,Grovedale,3216,bellarine_peninsula,3,2,2,house,"$570,000 ",129359770,Spacious Living That Feels As Fresh As A Daisy!   -    Contact Agent,2018/11/5,2018/11/5 ионГ 02:00:10
-38.18689,144.33462,20 Walpole Avenue,Belmont,3216,bellarine_peninsula,3,2,4,house,"$550,000 ",129530274,Fully Renovated Family Home,2018/11/5,2018/11/6 ионГ 02:00:18
-38.07555,145.42247,6 Miller Street,Officer,3809,south_east_melbourne,3,2,2,house,"$550,000 ",129261322,MUST HAVE MILLER,2018/11/5,2018/11/6 ионГ 02:00:15
-38.16955,144.39132,124 Wilsons Road,Newcomb,3219,bellarine_peninsula,3,1,2,house,"$525,000 ",129597282,Character and Charm in Central Newcomb,2018/11/5,2018/11/6 ионГ 02:00:19
-38.08239,145.57474,39 Carney Street,Nar Nar Goon,3812,south_east_melbourne,3,1,2,house,"$520,000 ",129668766,Stylish home on a spacious 1521 sqm garden block,2018/11/5,2018/11/6 ионГ 02:00:19
-37.89232,144.73037,4 Tanner Mews,Point Cook,3030,south_west_melbourne,3,1,2,house,"$497,000 ",127803434,SOLD BY EYAD KHUDRUJ 0414 711 647 & VIKKI HUTCHISON 0434 114 819,2018/11/5,2018/11/6 ионГ 02:00:09
-38.09748,145.29866,33 CORNWELL CRESCENT,Cranbourne East,3977,south_east_melbourne,3,2,2,house,"$493,500 ",129013278,TOP LOCATION┘ COZY HOME┘SOUND INVESTMENT!,2018/11/5,2018/11/5 ионГ 02:00:09
-37.83472,145.2662,5/37 Elmhurst Road,Bayswater North,3153,eastern_melbourne,2,1,1,unit,"$485,000 ",129496698,Beautifully Maintained & Brimming with Appeal,2018/11/5,2018/11/5 ионГ 02:00:12
-36.76887,144.27054,216 King Street,Bendigo,3550,northern_region,3,2,2,house,"$482,000 ",129483154,A Royal Opportunity Between King and Queen Streets,2018/11/5,2018/11/5 ионГ 02:00:12
-38.20572,144.32315,36 Dublin Drive,Grovedale,3216,bellarine_peninsula,3,2,2,house,"$480,000 ",129534874,Close to the Park,2018/11/5,2018/11/6 ионГ 02:00:18
-36.81073,144.34451,5 Kent Place,Strathfieldsaye,3551,northern_region,4,2,2,house,"$472,000 ",127846722,"Lovely, light-filled home in family-friendly locale",2018/11/5,2018/11/6 ионГ 02:00:09
-37.67326,144.92892,9 Nhill Court,Dallas,3047,melbourne___northern_region,3,1,2,house,"$466,000 ",129603590,SOLD by Ali Celik 0431494538,2018/11/5,2018/11/6 ионГ 02:00:19
-37.64438,145.05215,1 St Leger Place,Epping,3076,melbourne___northern_region,3,1,2,house,"$455,000 ",129382062,Beautifully renovated home.,2018/11/5,2018/11/5 ионГ 02:00:11
-36.18476,146.95084,15 Hemlock Court,Baranduda,3691,north_east_region,4,2,2,house,"$447,500 ",129075702,Superb Baranduda Family Home,2018/11/5,2018/11/6 ионГ 02:00:13
-38.14735,145.94206,329 Normanby Street,Warragul,3820,gippsland,3,1,2,house,"$410,000 ",129531058,Start Living The Dream!,2018/11/5,2018/11/6 ионГ 02:00:18
-36.77972,144.24289,5 Caleb Close,Golden Square,3555,northern_region,3,2,2,house,"$410,000 ",129481766,3 living area home - first impression will be everlasting,2018/11/5,2018/11/6 ионГ 02:00:17
-36.13439,144.73536,120 Crossen Street,Echuca,3564,northern_region,4,2,2,house,"$401,000 ",129423650,Family Entertainer,2018/11/5,2018/11/6 ионГ 02:00:17
-38.07707,144.35909,82 Bacchus Marsh Road,Corio,3214,bellarine_peninsula,3,1,3,house,"$398,000 ",128897918,"Exciting Opportunity for Investors, Developers and Families",2018/11/5,2018/11/6 ионГ 02:00:12
-38.05678,145.48469,6/143 Ahern Road,Pakenham,3810,south_east_melbourne,3,2,2,unit,"$390,000 ",129393666,The Possibilities are endless... Investor Special!,2018/11/5,2018/11/6 ионГ 02:00:16
-37.55252,143.80898,4 Victory Avenue,Alfredton,3350,western_region,3,2,1,house,"$380,000 ",129419926,Idyllic Home In Desirable Old Alfredton Location,2018/11/5,2018/11/5 ионГ 02:00:11
-36.73028,144.2934,6 Arbor Place,White Hills,3550,northern_region,3,2,2,house,"$380,000 ",129497310,Just what the family ordered!,2018/11/5,2018/11/6 ионГ 02:00:18
-37.84392,144.69984,40 Edgevale Way,Tarneit,3029,western_melbourne,2,1,1,house,"$380,000 ",129142510,PARK FACING - ENJOY THE SEASONS,2018/11/5,2018/11/6 ионГ 02:00:14
-38.20106,144.32955,2/11 Corang Avenue,Grovedale,3216,bellarine_peninsula,2,1,1,unit,"$379,000 ",129536026,Downsize In Style Or Invest,2018/11/5,2018/11/6 ионГ 02:00:18
-37.75207,145.00136,103/1 High Street,Preston,3072,melbourne___northern_region,1,1,1,apartment,"$350,000 ",129696722,The Sure Way To Start Out In Style,2018/11/5,2018/11/6 ионГ 02:00:19
-38.18055,144.39621,4 Alouette Court,Whittington,3219,bellarine_peninsula,3,1,1,house,"$350,000 ",129480950,One for the property portfolio.,2018/11/5,2018/11/6 ионГ 02:00:17
-37.76288,144.94637,6/16 Wallace Street,Brunswick West,3055,melbourne___northern_region,1,1,1,apartment,"$330,000 ",129571538,"Light, Bright, Just Right",2018/11/5,2018/11/5 ионГ 03:35:29
-37.58187,143.84243,9 Nader Close,Redan,3350,western_region,2,1,1,townhouse,"$305,000 ",129376058,Near New Townhouse Close to Shops,2018/11/5,2018/11/5 ионГ 02:00:11
-37.68966,144.5766,5/55-57 Barries Road,Melton,3337,western_region,3,1,1,unit,"$290,000 ",129453530,3 Bedrooms in Prime Location,2018/11/5,2018/11/5 ионГ 02:00:11
-38.16455,144.37249,2/18 Breakwater Road,Thomson,3219,bellarine_peninsula,2,1,1,unit,"$275,000 ",129563982,Solid investment opportunity.,2018/11/5,2018/11/6 ионГ 02:00:18
-37.34156,144.14694,34 Hill Street,Daylesford,3460,western_region,4,2,2,house,"$790,000 ",129415746,Period Tradition With a Contemporary Renovation,2018/11/4,2018/11/6 ионГ 02:00:17
-38.06917,145.44803,54 SHEARWATER Drive,Pakenham,3810,south_east_melbourne,3,2,2,house,"$460,000 ",129317674,YES ITS LAKESIDE!,2018/11/4,2018/11/5 ионГ 02:00:10
-37.47365,144.30288,11 Decker Street,Blackwood,3458,western_region,2,1,2,house,"$376,000 ",129378762,The Great Escape,2018/11/4,2018/11/4 ионГ 02:00:08
-37.81532,144.89322,2 Maggie Street,Yarraville,3013,western_melbourne,3,2,3,house,"$1,530,000 ",129554126,A Highly Sought After Cul-de-sac Setting,2018/11/3,2018/11/6 ионГ 02:00:18
-37.91772,144.99075,1/15 Sussex Street,Brighton,3186,bayside,3,1,1,unit,Contact agent,129552114,"Rare Villa Unit, Blue-Ribbon Setting",2018/11/3,2018/11/3 ионГ 02:00:20
-38.13696,145.12201,11 Palm Court,Frankston,3199,mornington_peninsula,3,2,3,house,"$1,400,000 ",129546722,Bayside Living at its Best,2018/11/3,2018/11/6 ионГ 02:00:18
-37.75937,145.05584,9/113-115 Banksia Street,Eaglemont,3084,melbourne___northern_region,3,3,2,townhouse,"$1,265,000 ",129412230,Expression of Interest Closing Wednesday 31st October at 5pm - Executive Excellence on Peaceful Parkland,2018/11/3,2018/11/4 ионГ 02:00:08
-37.92069,145.1826,5 Tyrone Court,Wheelers Hill,3150,eastern_melbourne,4,3,5,house,"$1,235,000 ",129483486,SENSATIONAL FAMILY LIVING WITH AN ENTERTAINING FLAIR,2018/11/3,2018/11/6 ионГ 02:00:17
-37.70055,144.90103,15 Orchid Court,Gowanbrae,3043,melbourne___northern_region,4,2,2,house,"$1,067,500 ",129526542,Elite entertainer's lifestyle,2018/11/3,2018/11/4 ионГ 02:00:08
-37.84977,145.12522,43 Burn Nar Look Drive,Burwood,3125,inner_east_melbourne,4,3,2,house,"$900,000 ",129510286,A sleek and sophisticated family sanctuary,2018/11/3,2018/11/4 обнГ 01:55:34
-38.17809,144.34459,28 Corio Street,Belmont,3216,bellarine_peninsula,4,2,1,house,"$780,000 ",129539706,Classic Belmont Charm in Desirable Local,2018/11/3,2018/11/5 ионГ 02:00:12
-37.99678,145.16403,36 Sunnyvale Crescent,Keysborough,3173,south_east_melbourne,3,1,1,house,"$678,000 ",129356250,"Easy, Comfy & Quiet!",2018/11/3,2018/11/4 ионГ 02:00:08
-37.61208,145.0183,6 Allessi Avenue,Wollert,3750,melbourne___northern_region,4,2,2,house,"$632,500 ",129515102,Family Living at its best!,2018/11/3,2018/11/5 ионГ 02:00:12
-38.17548,144.31366,6 Shoubra Court,Highton,3216,null,4,2,1,house,"$630,000 ",129530314,Family Home in Quiet Court Locale.,2018/11/3,2018/11/5 ионГ 02:00:12
-37.96573,145.19826,2 Marcella Ave,Dandenong North,3175,south_east_melbourne,3,1,0,house,"$605,000 ",129567850,"Memories, Opportunities and Family Lifestyle",2018/11/3,2018/11/6 ионГ 02:00:18
-37.85903,144.97689,38/352 Canterbury Road,St Kilda,3182,inner_east_melbourne,2,1,2,apartment,"$603,500 ",129530978,Outstanding Bayside Lifestyle or Investment Opportunity,2018/11/3,2018/11/5 ионГ 02:00:12
-37.95089,145.19429,22 Frognal Drive,Noble Park North,3174,south_east_melbourne,3,2,2,house,"$600,000 ",129504910,Original gem on offer!,2018/11/3,2018/11/6 ионГ 02:00:17
-37.61285,145.03325,3 Gunther Way,Wollert,3750,melbourne___northern_region,4,2,2,house,"$575,000 ",129273438,Lovely Family Home In A Superb Location,2018/11/3,2018/11/3 ионГ 02:00:15
-37.66934,145.02203,1 Mackey Street,Lalor,3075,melbourne___northern_region,2,1,2,house,"$550,000 ",129514922,ENDLESS POSSIBILITIES! 827m2 (approx.) (STCA),2018/11/3,2018/11/5 ионГ 02:00:12
-38.1273,144.32586,7 Weeroona Avenue,Hamlyn Heights,3215,null,3,1,2,house,"$540,000 ",129533546,Immaculate Presentation with Potential Sub-Division (STCA),2018/11/3,2018/11/6 ионГ 02:00:18
-38.35849,144.90042,20 Sixth Avenue,Rosebud,3939,mornington_peninsula,3,1,1,house,"$530,000 ",129517354,Sold well above reserve with 5 bidders,2018/11/3,2018/11/4 обнГ 01:55:46
-37.70324,144.91069,1/35 Finchley Avenue,Glenroy,3046,melbourne___northern_region,3,1,3,unit,"$500,600 ",129513702,"Spectacular location, plenty of potential",2018/11/3,2018/11/4 обнГ 01:55:40
-37.75325,144.91708,210/87-89 Raleigh Street,Essendon,3040,melbourne___northern_region,2,1,1,apartment,"$487,000 ",129514066,Everything you want.,2018/11/3,2018/11/4 обнГ 01:55:40
-37.7217,144.73705,12/17-21 Cobaw Circuit,Caroline Springs,3023,western_melbourne,3,2,2,townhouse,"$460,000 ",129467554,Vibrant living designed for the lifestyle lover,2018/11/3,2018/11/3 ионГ 02:00:18
-37.56213,143.83272,1/39 Junction Street,Newington,3350,western_region,2,1,1,house,"$445,000 ",129569194,Stunning Townhouse in Prized Location,2018/11/3,2018/11/5 ионГ 02:00:13
-37.53062,144.90328,22 Macarthur Way,Mickleham,3064,melbourne___northern_region,3,2,1,house,"$430,000 ",129496014,Move In & Start Living!,2018/11/3,2018/11/5 ионГ 02:00:12
-37.21174,145.04289,8 Govett  Street,Broadford,3658,north_east_region,3,2,2,house,"$400,000 ",129391042,Family home on large block,2018/11/3,2018/11/5 обнГ 02:02:16
-38.02091,144.38471,2 Ware Street,Lara,3212,south_west_melbourne,4,1,0,house,"$386,000 ",129514910,⌠Fantastic Opportunity on Offer Here.■,2018/11/3,2018/11/6 ионГ 02:00:18
-36.92314,144.70554,22 & 22A Herriot Street,Heathcote,3523,northern_region,3,2,3,house,"$330,000 ",129520906,Divide and Prosper,2018/11/3,2018/11/5 обнГ 01:55:30
-37.77749,144.80604,38 Yallourn Street,Ardeer,3022,western_melbourne,3,1,2,house,"$1,453,000 ",129487706,Offered Via Public Tender _ Closing 12:00pm Thursday 01/11/2018,2018/11/2,2018/11/2 обнГ 01:55:43
-38.14589,144.35249,236 Latrobe Terrace,Geelong West,3218,bellarine_peninsula,4,2,0,house,"$1,200,000 ",129527822,"Combining Charm, Appeal And Space",2018/11/2,2018/11/3 ионГ 02:00:19
-37.88939,145.45725,56 Patons Road,Macclesfield,3782,south_east_melbourne,4,2,5,house,"$1,100,000 ",129362750,I CAN SEE FOR MILES AND MILES!!! - HORSE HEAVEN ON 13 ACRES (approx.),2018/11/2,2018/11/3 ионГ 02:00:17
-37.78205,145.34349,13 Empire Drive,Mooroolbark,3138,eastern_melbourne,4,2,2,house,"$1,055,000 ",129542130,YOUR VERY OWN ║╟EMPIRE║╠ IN THE BEAUTIFUL BLUE RIDGE ESTATE,2018/11/2,2018/11/3 ионГ 02:00:20
-37.80503,144.89318,82 Pilgrim Street,Seddon,3011,western_melbourne,3,1,0,house,"$1,000,000 ",129400614,Surround Yourself With Style,2018/11/2,2018/11/3 ионГ 02:00:17
-38.17329,144.55337,9 Cowies Road,Drysdale,3222,bellarine_peninsula,5,2,3,house,"$900,000 ",129551998,"SET IN THE GREEN BELT,  2 ACRES OF BLISS ! MINUTES TO THE JETTY!",2018/11/2,2018/11/6 ионГ 02:00:18
-37.82523,145.01218,47 Bendigo Street,Richmond,3121,inner_east_melbourne,2,2,1,townhouse,"$873,000 ",129562658,Bright and beautiful with leafy tranquillity in a bustling Richmond locale,2018/11/2,2018/11/3 ионГ 02:00:20
-37.92956,145.24302,10 Devira Court,Rowville,3178,eastern_melbourne,4,2,2,house,"$865,000 ",129575106,Fabulous Family Living,2018/11/2,2018/11/2 ионГ 02:00:27
-38.23553,143.99614,23-25 Olney Street,Winchelsea,3241,south_western_region,4,2,4,acreage/semi-rural,"$850,000 ",128362286,CENTRAL TOWN ACREAGE WITH APPROVED SUBDIVISION,2018/11/2,2018/11/2 ионГ 02:00:16
-38.25497,143.98345,35 Tutegong Road,Winchelsea,3241,south_western_region,4,2,2,acreage/semi-rural,"$810,000 ",129700934,PICTURE PERFECT IN THE COUNTRY!!,2018/11/2,2018/11/2 ионГ 02:00:28
-37.83403,145.09086,4/70 Essex Road,Surrey Hills,3127,inner_east_melbourne,2,1,1,villa,"$805,000 ",129575562,Pristine Villa Unit in Perfect Parkside Position,2018/11/2,2018/11/2 ионГ 02:00:27
-37.85733,144.8869,1/26 Kororoit Creek Road,Williamstown,3016,south_west_melbourne,3,2,1,house,"$800,000 ",129185562,**UNDER OFFER**,2018/11/2,2018/11/3 ионГ 02:00:14
-37.89331,144.72228,18 Beaurepaire Drive,Point Cook,3030,south_west_melbourne,4,2,2,house,"$765,000 ",128395798,Back on Market - Price Reduction for Quick Sale,2018/11/2,2018/11/2 ионГ 02:00:16
-38.08312,145.46083,17 Banjo Paterson Drive,Pakenham,3810,south_east_melbourne,5,2,3,house,"$750,000 ",129575126,Spacious & Stylish ╗C Heritage Springs,2018/11/2,2018/11/5 ионГ 02:00:13
-38.02482,145.33144,14 Carrington Place,Berwick,3806,south_east_melbourne,4,2,2,house,"$750,000 ",129408734,Northside Gem,2018/11/2,2018/11/5 обнГ 05:52:12
-37.76875,145.31201,7 Iris Court,Mooroolbark,3138,eastern_melbourne,4,2,2,house,"$720,000 ",129503070,SPACIOUS FOUR BEDROOM HOME WITH ROOM FOR THE WHOLE FAMILY,2018/11/2,2018/11/3 обнГ 01:55:45
-37.89656,145.28176,3 The Nook,Ferntree Gully,3156,eastern_melbourne,3,2,1,house,"$710,000 ",129082898,Family haven in a quiet court,2018/11/2,2018/11/5 ионГ 02:00:09
-37.76799,145.31061,26 Erskine Ridge,Mooroolbark,3138,eastern_melbourne,3,2,2,house,"$697,000 ",129148410,OUTSTANDING OPPORTUNITY ON A CORNER BLOCK,2018/11/2,2018/11/3 ионГ 02:00:13
-37.37221,144.53767,70 Blackmore Road,Woodend,3442,northern_region,3,2,2,house,"$693,000 ",129538258,"Location, privacy and potential",2018/11/2,2018/11/3 ионГ 02:00:19
-37.79915,145.27565,16A Starcross Avenue,Croydon,3136,eastern_melbourne,3,2,1,house,"$680,000 ",129563506,"Downsize, Invest or Start-Out",2018/11/2,2018/11/2 ионГ 06:02:50
-37.18706,144.37465,140 Mollison Street,Malmsbury,3446,northern_region,3,1,1,house,"$671,000 ",129607202,Banksia Cottage,2018/11/2,2018/11/3 ионГ 02:00:21
-37.65125,145.37504,55 Symonds Street,Yarra Glen,3775,eastern_melbourne,3,2,3,house,"$670,000 ",129624170,Beautifully Renovated Weatherboard Home,2018/11/2,2018/11/4 обнГ 09:31:14
-38.06291,145.3503,17 Hawkesbury Street,Berwick,3806,south_east_melbourne,4,2,2,house,"$670,000 ",129021730,So Spacious! Family Living in the Chase!,2018/11/2,2018/11/5 обнГ 05:52:18
-37.80922,145.30433,23 Grierson Drive,Kilsyth,3137,eastern_melbourne,3,2,2,house,"$650,000 ",129461162,Quiet Cul de Sac,2018/11/2,2018/11/6 ионГ 02:00:17
-36.79835,144.37384,9 Meadow Court,Strathfieldsaye,3551,northern_region,4,2,6,house,"$630,000 ",128645618,Convenient and peaceful on over an acre,2018/11/2,2018/11/2 ионГ 02:00:17
-37.61086,144.91772,1 Colonial Court,Roxburgh Park,3064,melbourne___northern_region,4,2,2,house,"$625,000 ",128376314,Charming and peace of mind!,2018/11/2,2018/11/3 обнГ 02:16:24
-37.86938,144.66203,89 Harmony Drive,Tarneit,3029,western_melbourne,4,2,2,house,"$617,000 ",129506582,"Luxury Living, Perfectly Positioned -North Facing Family Entertainer!!",2018/11/2,2018/11/3 обнГ 01:55:52
-38.01463,145.3025,97 Fountain Drive,Narre Warren,3805,south_east_melbourne,3,1,2,house,"$605,000 ",129205074,When location is everything!,2018/11/2,2018/11/3 ионГ 02:00:14
-37.98669,145.25601,15 Matthew Flinders Avenue,Endeavour Hills,3802,south_east_melbourne,3,1,2,house,"$600,000 ",129227114,"Ideal first home, Fantastic value, Shopping Centre side!!",2018/11/2,2018/11/2 ионГ 02:00:22
-37.70267,144.76989,11 Dustin Court,Sydenham,3037,north_west_melbourne,3,2,2,house,"$600,000 ",129563054,Location + Presentation!,2018/11/2,2018/11/5 ионГ 02:00:13
-36.8944,144.12285,323 Wild Cherry Road,Lockwood South,3551,northern_region,4,2,5,acreage/semi-rural,"$585,000 ",129508566,IMPRESSIVE FAMILY HOME ON 10.6 ACRES WITH A SUPERB OUTLOOK,2018/11/2,2018/11/5 ионГ 02:00:12
-38.16457,144.31703,47 Reigate Road,Highton,3216,null,3,1,2,house,"$560,000 ",129078706,851 m2 √ BLUE CHIP LOCATION √ HOT PROPERTY,2018/11/2,2018/11/3 ионГ 02:00:13
-38.37798,144.91371,12 Blackwood Place,Rosebud,3939,mornington_peninsula,3,2,2,unit,"$540,000 ",129074642,Impressive Coastal Low maintenance design,2018/11/2,2018/11/5 ионГ 02:00:09
-38.23557,144.37481,16 Saltbreeze Boulevard,Armstrong Creek,3217,bellarine_peninsula,4,2,2,house,"$540,000 ",129332154,Stylish and Contemporary!,2018/11/2,2018/11/5 ионГ 07:12:28
-38.01497,144.38051,17 Yellow Avenue,Lara,3212,south_west_melbourne,4,2,2,house,"$530,000 ",129507806,FULLY COMPLETED FOUR BEDROOM BEAUTY!,2018/11/2,2018/11/4 обнГ 01:55:30
-37.91643,144.78129,5 Beachside Crescent,Point Cook,3030,south_west_melbourne,4,2,2,house,"$528,500 ",129490302,Great to Live In and Perfect to Invest,2018/11/2,2018/11/4 ионГ 02:00:08
-37.73001,145.02865,70 Kirby Street,Reservoir,3073,melbourne___northern_region,3,1,2,house,"$525,000 ",129541642,Single-Level Comfort With A Carefree Lifestyle,2018/11/2,2018/11/5 ионГ 02:00:13
-38.15797,145.95708,27 Bladen Street,Warragul,3820,gippsland,4,2,4,house,"$524,000 ",129437322,"Great Home, Big Shed",2018/11/2,2018/11/5 ионГ 05:13:09
-37.79723,145.28787,2/56 Hewish Road,Croydon,3136,eastern_melbourne,2,1,1,unit,"$522,000 ",129351306,"Move-in ready, walking distance to it all",2018/11/2,2018/11/3 ионГ 02:00:16
-38.11649,145.32485,18 Fleuve Rise,Clyde North,3978,south_east_melbourne,3,2,2,house,"$522,000 ",129591274,Good as New with Nothing to Do!,2018/11/2,2018/11/5 обнГ 05:52:12
-38.15921,145.13873,1/11 Coogee Avenue,Frankston,3199,mornington_peninsula,3,1,0,house,"$520,000 ",129607690,3 bedroom house,2018/11/2,2018/11/6 ионГ 05:02:14
-37.86637,144.70485,28 Dennison Avenue,Hoppers Crossing,3029,south_west_melbourne,3,2,3,house,"$515,000 ",129592194,EVER CENTRAL BELLBRIDGE LOCATION WITH LUXURY UPGRADES AND A MASSIVE DREAM WORKSHOP,2018/11/2,2018/11/3 ионГ 02:00:20
